"Region" "Ad" "Subject" "Y"
"501" "NE" "1" "501" 0
"502" "NE" "1" "502" 1
"503" "NE" "1" "503" 0
"504" "NE" "1" "504" 1
"505" "NE" "1" "505" 0
"506" "NE" "1" "506" 0
"507" "NE" "1" "507" 1
"508" "NE" "1" "508" 0
"509" "NE" "1" "509" 0
"510" "NE" "1" "510" 0
"511" "NE" "1" "511" 0
"512" "NE" "1" "512" 0
"513" "NE" "1" "513" 0
"514" "NE" "1" "514" 0
"515" "NE" "1" "515" 1
"516" "NE" "1" "516" 1
"517" "NE" "1" "517" 1
"518" "NE" "1" "518" 1
"519" "NE" "1" "519" 0
"520" "NE" "1" "520" 1
"521" "NE" "1" "521" 0
"522" "NE" "1" "522" 0
"523" "NE" "1" "523" 0
"524" "NE" "1" "524" 0
"525" "NE" "1" "525" 0
"526" "NE" "1" "526" 1
"527" "NE" "1" "527" 0
"528" "NE" "1" "528" 0
"529" "NE" "1" "529" 1
"530" "NE" "1" "530" 0
"531" "NE" "1" "531" 1
"532" "NE" "1" "532" 0
"533" "NE" "1" "533" 0
"534" "NE" "1" "534" 0
"535" "NE" "1" "535" 1
"536" "NE" "1" "536" 0
"537" "NE" "1" "537" 0
"538" "NE" "1" "538" 0
"539" "NE" "1" "539" 0
"540" "NE" "1" "540" 0
"541" "NE" "1" "541" 1
"542" "NE" "1" "542" 0
"543" "NE" "1" "543" 0
"544" "NE" "1" "544" 1
"545" "NE" "1" "545" 0
"546" "NE" "1" "546" 1
"547" "NE" "1" "547" 0
"548" "NE" "1" "548" 0
"549" "NE" "1" "549" 1
"550" "NE" "1" "550" 1
"551" "NE" "1" "551" 0
"552" "NE" "1" "552" 0
"553" "NE" "1" "553" 0
"554" "NE" "1" "554" 1
"555" "NE" "1" "555" 0
"556" "NE" "1" "556" 1
"557" "NE" "1" "557" 0
"558" "NE" "1" "558" 0
"559" "NE" "1" "559" 0
"560" "NE" "1" "560" 0
"561" "NE" "1" "561" 0
"562" "NE" "1" "562" 1
"563" "NE" "1" "563" 1
"564" "NE" "1" "564" 0
"565" "NE" "1" "565" 1
"566" "NE" "1" "566" 0
"567" "NE" "1" "567" 0
"568" "NE" "1" "568" 0
"569" "NE" "1" "569" 1
"570" "NE" "1" "570" 1
"571" "NE" "1" "571" 0
"572" "NE" "1" "572" 0
"573" "NE" "1" "573" 0
"574" "NE" "1" "574" 0
"575" "NE" "1" "575" 1
"576" "NE" "1" "576" 1
"577" "NE" "1" "577" 0
"578" "NE" "1" "578" 0
"579" "NE" "1" "579" 0
"580" "NE" "1" "580" 0
"581" "NE" "1" "581" 1
"582" "NE" "1" "582" 0
"583" "NE" "1" "583" 0
"584" "NE" "1" "584" 0
"585" "NE" "1" "585" 0
"586" "NE" "1" "586" 0
"587" "NE" "1" "587" 0
"588" "NE" "1" "588" 0
"589" "NE" "1" "589" 0
"590" "NE" "1" "590" 0
"591" "NE" "1" "591" 1
"592" "NE" "1" "592" 0
"593" "NE" "1" "593" 0
"594" "NE" "1" "594" 0
"595" "NE" "1" "595" 0
"596" "NE" "1" "596" 0
"597" "NE" "1" "597" 1
"598" "NE" "1" "598" 0
"599" "NE" "1" "599" 0
"600" "NE" "1" "600" 0
"601" "NE" "1" "601" 0
"602" "NE" "1" "602" 0
"603" "NE" "1" "603" 1
"604" "NE" "1" "604" 1
"605" "NE" "1" "605" 1
"606" "NE" "1" "606" 1
"607" "NE" "1" "607" 0
"608" "NE" "1" "608" 0
"609" "NE" "1" "609" 0
"610" "NE" "1" "610" 0
"611" "NE" "1" "611" 0
"612" "NE" "1" "612" 0
"613" "NE" "1" "613" 0
"614" "NE" "1" "614" 0
"615" "NE" "1" "615" 0
"616" "NE" "1" "616" 0
"617" "NE" "1" "617" 1
"618" "NE" "1" "618" 0
"619" "NE" "1" "619" 1
"620" "NE" "1" "620" 0
"621" "NE" "1" "621" 0
"622" "NE" "1" "622" 0
"623" "NE" "1" "623" 0
"624" "NE" "1" "624" 0
"625" "NE" "1" "625" 1
"626" "NE" "1" "626" 0
"627" "NE" "1" "627" 0
"628" "NE" "1" "628" 1
"629" "NE" "1" "629" 0
"630" "NE" "1" "630" 1
"631" "NE" "1" "631" 0
"632" "NE" "1" "632" 1
"633" "NE" "1" "633" 0
"634" "NE" "1" "634" 0
"635" "NE" "1" "635" 1
"636" "NE" "1" "636" 0
"637" "NE" "1" "637" 1
"638" "NE" "1" "638" 1
"639" "NE" "1" "639" 0
"640" "NE" "1" "640" 1
"641" "NE" "1" "641" 0
"642" "NE" "1" "642" 0
"643" "NE" "1" "643" 0
"644" "NE" "1" "644" 0
"645" "NE" "1" "645" 0
"646" "NE" "1" "646" 1
"647" "NE" "1" "647" 0
"648" "NE" "1" "648" 1
"649" "NE" "1" "649" 0
"650" "NE" "1" "650" 0
"651" "NE" "1" "651" 0
"652" "NE" "1" "652" 1
"653" "NE" "1" "653" 1
"654" "NE" "1" "654" 0
"655" "NE" "1" "655" 0
"656" "NE" "1" "656" 0
"657" "NE" "1" "657" 0
"658" "NE" "1" "658" 1
"659" "NE" "1" "659" 0
"660" "NE" "1" "660" 0
"661" "NE" "1" "661" 1
"662" "NE" "1" "662" 1
"663" "NE" "1" "663" 0
"664" "NE" "1" "664" 0
"665" "NE" "1" "665" 0
"666" "NE" "1" "666" 0
"667" "NE" "1" "667" 0
"668" "NE" "1" "668" 0
"669" "NE" "1" "669" 0
"670" "NE" "1" "670" 0
"671" "NE" "1" "671" 0
"672" "NE" "1" "672" 0
"673" "NE" "1" "673" 1
"674" "NE" "1" "674" 0
"675" "NE" "1" "675" 0
"676" "NE" "1" "676" 0
"677" "NE" "1" "677" 1
"678" "NE" "1" "678" 0
"679" "NE" "1" "679" 1
"680" "NE" "1" "680" 0
"681" "NE" "1" "681" 0
"682" "NE" "1" "682" 0
"683" "NE" "1" "683" 0
"684" "NE" "1" "684" 1
"685" "NE" "1" "685" 1
"686" "NE" "1" "686" 0
"687" "NE" "1" "687" 1
"688" "NE" "1" "688" 0
"689" "NE" "1" "689" 0
"690" "NE" "1" "690" 0
"691" "NE" "1" "691" 0
"692" "NE" "1" "692" 0
"693" "NE" "1" "693" 0
"694" "NE" "1" "694" 1
"695" "NE" "1" "695" 0
"696" "NE" "1" "696" 0
"697" "NE" "1" "697" 0
"698" "NE" "1" "698" 0
"699" "NE" "1" "699" 0
"700" "NE" "1" "700" 0
"701" "NE" "1" "701" 0
"702" "NE" "1" "702" 1
"703" "NE" "1" "703" 1
"704" "NE" "1" "704" 1
"705" "NE" "1" "705" 0
"706" "NE" "1" "706" 0
"707" "NE" "1" "707" 0
"708" "NE" "1" "708" 1
"709" "NE" "1" "709" 0
"710" "NE" "1" "710" 1
"711" "NE" "1" "711" 0
"712" "NE" "1" "712" 1
"713" "NE" "1" "713" 0
"714" "NE" "1" "714" 0
"715" "NE" "1" "715" 0
"716" "NE" "1" "716" 0
"717" "NE" "1" "717" 0
"718" "NE" "1" "718" 0
"719" "NE" "1" "719" 1
"720" "NE" "1" "720" 1
"721" "NE" "1" "721" 1
"722" "NE" "1" "722" 0
"723" "NE" "1" "723" 0
"724" "NE" "1" "724" 0
"725" "NE" "1" "725" 0
"726" "NE" "1" "726" 0
"727" "NE" "1" "727" 0
"728" "NE" "1" "728" 0
"729" "NE" "1" "729" 0
"730" "NE" "1" "730" 0
"731" "NE" "1" "731" 0
"732" "NE" "1" "732" 0
"733" "NE" "1" "733" 0
"734" "NE" "1" "734" 0
"735" "NE" "1" "735" 1
"736" "NE" "1" "736" 0
"737" "NE" "1" "737" 0
"738" "NE" "1" "738" 0
"739" "NE" "1" "739" 0
"740" "NE" "1" "740" 1
"741" "NE" "1" "741" 1
"742" "NE" "1" "742" 0
"743" "NE" "1" "743" 0
"744" "NE" "1" "744" 0
"745" "NE" "1" "745" 0
"746" "NE" "1" "746" 0
"747" "NE" "1" "747" 1
"748" "NE" "1" "748" 1
"749" "NE" "1" "749" 0
"750" "NE" "1" "750" 0
"751" "NE" "1" "751" 0
"752" "NE" "1" "752" 0
"753" "NE" "1" "753" 0
"754" "NE" "1" "754" 0
"755" "NE" "1" "755" 1
"756" "NE" "1" "756" 0
"757" "NE" "1" "757" 0
"758" "NE" "1" "758" 0
"759" "NE" "1" "759" 0
"760" "NE" "1" "760" 0
"761" "NE" "1" "761" 0
"762" "NE" "1" "762" 0
"763" "NE" "1" "763" 0
"764" "NE" "1" "764" 0
"765" "NE" "1" "765" 0
"766" "NE" "1" "766" 1
"767" "NE" "1" "767" 1
"768" "NE" "1" "768" 0
"769" "NE" "1" "769" 0
"770" "NE" "1" "770" 0
"771" "NE" "1" "771" 0
"772" "NE" "1" "772" 0
"773" "NE" "1" "773" 0
"774" "NE" "1" "774" 0
"775" "NE" "1" "775" 0
"776" "NE" "1" "776" 0
"777" "NE" "1" "777" 1
"778" "NE" "1" "778" 0
"779" "NE" "1" "779" 0
"780" "NE" "1" "780" 0
"781" "NE" "1" "781" 1
"782" "NE" "1" "782" 1
"783" "NE" "1" "783" 0
"784" "NE" "1" "784" 0
"785" "NE" "1" "785" 0
"786" "NE" "1" "786" 0
"787" "NE" "1" "787" 0
"788" "NE" "1" "788" 0
"789" "NE" "1" "789" 1
"790" "NE" "1" "790" 1
"791" "NE" "1" "791" 0
"792" "NE" "1" "792" 0
"793" "NE" "1" "793" 0
"794" "NE" "1" "794" 1
"795" "NE" "1" "795" 0
"796" "NE" "1" "796" 0
"797" "NE" "1" "797" 0
"798" "NE" "1" "798" 0
"799" "NE" "1" "799" 0
"800" "NE" "1" "800" 0
"801" "NE" "1" "801" 0
"802" "NE" "1" "802" 1
"803" "NE" "1" "803" 0
"804" "NE" "1" "804" 0
"805" "NE" "1" "805" 0
"806" "NE" "1" "806" 0
"807" "NE" "1" "807" 0
"808" "NE" "1" "808" 0
"809" "NE" "1" "809" 0
"810" "NE" "1" "810" 1
"811" "NE" "1" "811" 0
"812" "NE" "1" "812" 0
"813" "NE" "1" "813" 1
"814" "NE" "1" "814" 0
"815" "NE" "1" "815" 0
"816" "NE" "1" "816" 1
"817" "NE" "1" "817" 0
"818" "NE" "1" "818" 1
"819" "NE" "1" "819" 1
"820" "NE" "1" "820" 0
"821" "NE" "1" "821" 1
"822" "NE" "1" "822" 0
"823" "NE" "1" "823" 0
"824" "NE" "1" "824" 0
"825" "NE" "1" "825" 0
"826" "NE" "1" "826" 0
"827" "NE" "1" "827" 0
"828" "NE" "1" "828" 0
"829" "NE" "1" "829" 0
"830" "NE" "1" "830" 0
"831" "NE" "1" "831" 0
"832" "NE" "1" "832" 1
"833" "NE" "1" "833" 0
"834" "NE" "1" "834" 0
"835" "NE" "1" "835" 0
"836" "NE" "1" "836" 0
"837" "NE" "1" "837" 1
"838" "NE" "1" "838" 1
"839" "NE" "1" "839" 0
"840" "NE" "1" "840" 0
"841" "NE" "1" "841" 0
"842" "NE" "1" "842" 1
"843" "NE" "1" "843" 0
"844" "NE" "1" "844" 0
"845" "NE" "1" "845" 0
"846" "NE" "1" "846" 0
"847" "NE" "1" "847" 1
"848" "NE" "1" "848" 1
"849" "NE" "1" "849" 0
"850" "NE" "1" "850" 0
"851" "NE" "1" "851" 1
"852" "NE" "1" "852" 0
"853" "NE" "1" "853" 0
"854" "NE" "1" "854" 1
"855" "NE" "1" "855" 0
"856" "NE" "1" "856" 1
"857" "NE" "1" "857" 0
"858" "NE" "1" "858" 0
"859" "NE" "1" "859" 0
"860" "NE" "1" "860" 0
"861" "NE" "1" "861" 1
"862" "NE" "1" "862" 0
"863" "NE" "1" "863" 0
"864" "NE" "1" "864" 0
"865" "NE" "1" "865" 0
"866" "NE" "1" "866" 0
"867" "NE" "1" "867" 0
"868" "NE" "1" "868" 0
"869" "NE" "1" "869" 0
"870" "NE" "1" "870" 0
"871" "NE" "1" "871" 0
"872" "NE" "1" "872" 0
